county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,address_line_2,address_line_3,city,state,zip_code,square_footage,location,geom,borough,street_name_normalized
Bronx,725546,Store,JAC   ,PIMENTEL DELI GROCERY II CORP    ,PIMENTEL DELI GROCERY I,172,W BURNSIDE AVENUE            ,             ,               ,BRONX             ,NY,10453,0,"172 W BURNSIDE AVENUE
BRONX, NY 10453
(40.854316, -73.915719)",0101000020E6100000351A23CF9A7A52C005D1C8DB596D4440,Bronx,
Queens,726812,Store,JAC   ,QUICK STOP DELI & GRILL INC      ,QUICK STOP DELI & GRILL,115-01,LIBERTY AVE               ,             ,               ,SOUTH RICHMOND HIL,NY,11419,0,"115 01 LIBERTY AVE
SOUTH RICHMOND HIL, NY 11419
",0101000020E610000069A5077BF77452C0E8A51F22C7574440,Queens,
Bronx,733402,Store,JAC   ,184 FOOD CORP                    ,BRAVO SUPERMARKET      ,184,WEST 231ST STREET            ,             ,               ,BRONX             ,NY,10463,0,"184 WEST 231ST STREET
BRONX, NY 10463
(40.878642, -73.904069)",0101000020E61000007D26346EDE7952C0226088EF78704440,Bronx,
Kings,718731,Store,JAC   ,LINDEN DELI INC                  ,LINDEN DELI            ,2602,LINDEN BLVD                 ,             ,               ,BROOKLYN          ,NY,11208,0,"2602 LINDEN BLVD
BROOKLYN, NY 11208
(40.668473, -73.868487)",0101000020E610000048FEDCA7957752C0A46E92DF95554440,Brooklyn,
Kings,719672,Store,JAC   ,SUNNY LLC                        ,SUNNY TRIANGLE         ,4302,FT HAMILTON PKWY            ,             ,               ,BROOKLYN          ,NY,11219,0,"4302 FT HAMILTON PKWY
BROOKLYN, NY 11219
(40.641001, -73.993736)",0101000020E610000045E66852957F52C0A592A50A12524440,Brooklyn,
Queens,723713,Store,JAC   ,KASTORIA CHEMISTS INC            ,HARPELL PHARMACY       ,25-77,FRANCIS LEWIS BLVD         ,             ,               ,FLUSHING          ,NY,11358,0,"25 77 FRANCIS LEWIS BLVD
FLUSHING, NY 11358
",0101000020E61000007D97C3C7EF7252C0E2F01234F7624440,Queens,
New York,721346,Store,JAC   ,OXFORD DELI GROCER INC           ,OXFORD DELI GROCERY    ,2035,1ST AVE                     ,             ,               ,NEW YORK          ,NY,10029,0,"2035 1ST AVE
NEW YORK, NY 10029
(40.78903, -73.940496)",0101000020E61000004B69291C327C52C0966F9FD4FC644440,Manhattan,
Kings,720016,Store,JAC   ,CHAIMS GROCERY INC               ,WILLIAMSBURG BAGEL     ,7,HEYWARD ST                 ,             ,               ,BROOKLYN          ,NY,11249,0,"7 HEYWARD ST
BROOKLYN, NY 11249
(40.699551, -73.959425)",0101000020E6100000C1B155EC697D52C08834608787594440,Brooklyn,
Bronx,729963,Store,A     ,243 VALENTINE DISCOUNT INC       ,243 VALENTINE DISCOUNT ,243,E 198TH ST                   ,             ,               ,BRONX             ,NY,10458,0,"243 E 198TH ST
BRONX, NY 10458
(40.869213, -73.889382)",0101000020E61000000780409CED7852C01300C12F456F4440,Bronx,
Queens,729941,Store,A     ,A & C TRADING GROUP INC          ,A & C TRADING GROUP    ,18-48,120TH ST                   ,             ,               ,COLLEGE POINT     ,NY,11356,0,"18 48 120TH ST
COLLEGE POINT, NY 11356
",0101000020E6100000FA9E34BC407652C0CFCD046837644440,Queens,
Bronx,702833,Store,JAC   ,AD 2096 GRAND CORP               ,CONCOURSE FOOD PLAZA   ,2096,GRAND CONCOURSE             ,             ,               ,BRONX             ,NY,10457,0,"2096 GRAND
BRONX, NY 10457
(40.855373, -73.908153)",0101000020E6100000F38B5535BF7952C0D901DD3C516D4440,Bronx,
Queens,707063,Store,JAC   ,MAMAS DELI INC                   ,MAMAS DELI             ,61-23,FRESH POND RD              ,             ,               ,MIDDLE VILLAGE    ,NY,11379,0,"61 23 FRESH POND RD
MIDDLE VILLAGE, NY 11379
",0101000020E61000006DD7D946AB7952C0400E58E7705B4440,Queens,
Bronx,714622,Store,JAC   ,BURNSIDE EXPRESS DELI&GRCY CORP  ,BURNSIDE EXPRESS DELI &,2,E BURNSIDE AVE                 ,             ,               ,BRONX             ,NY,10453,0,"2 E BURNSIDE AVE
BRONX, NY 10453
(40.853731, -73.907123)",0101000020E61000000C5D72A40F7A52C009B751ED476D4440,Bronx,
Kings,712351,Store,JAC   ,BANGLA PETROLEUM INC             ,BANGLA PETROLEUM       ,441,UTICA                        ,             ,               ,BROOKLYN          ,NY,11203,0,"441 UTICA
BROOKLYN, NY 11203
(40.662553, -73.931537)",0101000020E6100000BDD6EB3F9E7B52C075FE48B5D1544440,Brooklyn,
Queens,734469,Store,JAC   ,EL NUEVO AMANECER DELI INC       ,EL NUEVO AMANECER DELI ,34-43,JUNCTION BLVD              ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"34 43 JUNCTION BLVD
JACKSON HEIGHTS, NY 11372
",0101000020E6100000D86A5029CF7752C0E361C80B7C604440,Queens,
Bronx,607238,Store,JAD   ,JFP BEER DISTRIBUTORS INC        ,GUN HILL BEER DIS      ,2850,MICKLE AVE                  ,             ,               ,BRONX             ,NY,10469,0,"2850 MICKLE AVE
BRONX, NY 10469
(40.868009, -73.84072)",0101000020E610000004661B3ECD7552C0175BA46B0F6F4440,Bronx,
Queens,715718,Store,JAC   ,EL MALECON DELI GROCERY CORP     ,EL MALECON DELI GROCERY,122-21,111TH AVE                 ,             ,               ,SOUTH OZONE PARK  ,NY,11420,0,"122 21 111TH AVE
SOUTH OZONE PARK, NY 11420
",0101000020E6100000F83A4027617452C00D93C92236574440,Queens,
Queens,728708,Store,JAC   ,MOUTH FOODS INC                  ,MOUTH FOODS 05/15/17   ,36-46,37TH STREET                ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"36 46 37TH STREET
LONG ISLAND CITY, NY 11101
",0101000020E610000090852EC13E7B52C04B40997570604440,Queens,
Bronx,732752,Store,JAC   ,EDU DELI GROCERY CORP            ,EDU DELI GROCERY       ,2255,GRAND CONCOURSE             ,             ,               ,BRONX             ,NY,10453,0,"2255 GRAND
BRONX, NY 10453
(40.858442, -73.906053)",0101000020E6100000D5E95F9AA27952C0C19A95F99F6D4440,Bronx,
Queens,637694,Store,JAC   ,LAS MARIAS DELI CORP             ,MARIAS DELI GROCERY    ,74-17,WOODSIDE AVE               ,             ,               ,ELMHURST          ,NY,11373,0,"74 17 WOODSIDE AVE
ELMHURST, NY 11373
",0101000020E610000004E5D8B0FD7852C0C1DDFF26205F4440,Queens,
Queens,723926,Store,A     ,99C HUT INC                      ,DEALS                  ,110-42,MERRICK BLVD              ,             ,               ,JAMAICA           ,NY,11433,0,"110 42 MERRICK BLVD
JAMAICA, NY 11433
",0101000020E6100000007AC0520B7252C04F89D27BF6584440,Queens,
Kings,705146,Store,JAC   ,GONZALEZ JAIME                   ,FLOR DE ATLIXCO GROCERY,2440,NOSTRAND AVE                ,             ,               ,BROOKLYN          ,NY,11210,0,"2440 NOSTRAND AVE
BROOKLYN, NY 11210
(40.625214, -73.946578)",0101000020E610000031922F3C957C52C004CC14240A504440,Brooklyn,
Kings,735002,Store,JAC   ,NEW KING FISH INC                ,NEW KING FISH          ,13-15,FULTON STREET              ,             ,               ,BROOKLYN          ,NY,11216,0,"13 15 FULTON STREET
BROOKLYN, NY 11216
(40.692078, -73.988914)",0101000020E6100000BFA8FB059D7F52C0A5B20CE0F2594440,Brooklyn,
New York,733163,Store,JAC   ,EASTSIDE MARKET CORP             ,EASTSIDE MARKET        ,1463,YORK AVE              ,             ,               ,NEW YORK          ,NY,10075,0,"1463 YORK AVE
NEW YORK, NY 10075
(40.770395, -73.951164)",0101000020E61000002751CA83DF7C52C02325D0B89D624440,Manhattan,
Queens,719898,Store,JAC   ,AD HALAL MEAT CORP               ,PUNJAB HALAL MEAT      ,130-04,101ST AVENUE              ,             ,               ,SOUTH RICHMOND HIL,NY,11419,0,"130 04 101ST AVENUE
SOUTH RICHMOND HIL, NY 11419
",0101000020E6100000737D8113487452C08E9FC8BEA4584440,Queens,
New York,730399,Store,JAC   ,57 GROCERY CORP                  ,57 GROCERY CORP        ,57,PITT ST                       ,             ,               ,NEW YORK          ,NY,10002,0,"57 PITT ST
NEW YORK, NY 10002
(40.717669, -73.982795)",0101000020E6100000C789A94FE67E52C078F2CD5CDE5B4440,Manhattan,
Bronx,721467,Store,JAC   ,DIMARIS CORP                     ,PIONEER SUPERMARKET    ,275,E 169TH STREET               ,             ,               ,BRONX             ,NY,10456,0,"275 E 169TH STREET
BRONX, NY 10456
(40.835244, -73.912737)",0101000020E61000005CCD490E697A52C09C3B18B6E86A4440,Bronx,
Queens,722089,Store,JAC   ,ALWAYS FRESH NY INC              ,ALWAYS FRESH NY        ,1913,CORNAGA AVE                 ,             ,               ,FAR ROCKAWAY      ,NY,11691,0,"1913 CORNAGA AVE
FAR ROCKAWAY, NY 11691
(40.602285, -73.752134)",0101000020E6100000A8F935D9207052C03D2E05FF164D4440,Queens,
Bronx,722559,Store,JAC   ,358 FAMOUS DELI LLC              ,358 FAMOUS DELI        ,1224-1226,MORRIS AVENUE          ,             ,               ,BRONX             ,NY,10456,0,"1224 1226 MORRIS AVENUE
BRONX, NY 10456
(40.833782, -73.913792)",0101000020E61000001629A3F97B7A52C074030E74B76A4440,Bronx,
Queens,719111,Store,JAC   ,LSR GROCERIES LLC                ,LSR GROCERIES          ,146-14,ROCKAWAY BLVD             ,             ,               ,JAMAICA           ,NY,11436,0,"146 14 ROCKAWAY BLVD
JAMAICA, NY 11436
",0101000020E6100000B16DC874A57252C094D77DD933564440,Queens,
Queens,636588,Store,A     ,RITE AID OF NEW YORK INC         ,RITE AID PHARMACY 04873,55-60,MYRTLE AVE                 ,             ,               ,RIDGEWOOD         ,NY,11385,0,"55 60 MYRTLE AVE
RIDGEWOOD, NY 11385
",0101000020E6100000D76F3BAF077A52C043AA8A639B594440,Queens,
Richmond,708962,Store,JAC   ,KAP FUEL & FOOD INC              ,KAP FUEL & FOOD        ,970,BLOOMINGDALE RD              ,             ,               ,STATEN ISLAND     ,NY,10309,0,"970 BLOOMINGDALE RD
STATEN ISLAND, NY 10309
(40.549813, -74.221153)",0101000020E6100000F28FE7C8248E52C06500FC9855464440,Staten Island,
Kings,734092,Store,JAC   ,SY CUISINE CATERING INC          ,SY CUISINE CATERING    ,543,KINGS HIGHWAY          ,             ,               ,BROOKLYN          ,NY,11223,0,"543 KINGS HIGHWAY
BROOKLYN, NY 11223
(40.604521, -73.969331)",0101000020E6100000162430F0097E52C0F48A8032614D4440,Brooklyn,
Queens,637922,Store,JAC   ,USEF CONVENIENCE STORE CORP      ,USEF CONVENIENCE STORE ,132-20,ROCKAWAY BLVD             ,             ,               ,SOUTH OZONE PARK  ,NY,11420,0,"132 20 ROCKAWAY BLVD
SOUTH OZONE PARK, NY 11420
",0101000020E61000005236E6E6947352C0368C91545E564440,Queens,
Queens,710096,Store,JAC   ,ROSITA MEXICANA CORP             ,ROSITA MEXICANA        ,6104,37TH AVE                    ,             ,               ,WOODSIDE          ,NY,11377,0,"6104 37TH AVE
WOODSIDE, NY 11377
(40.749456, -73.901611)",0101000020E61000002116ABB2B17952C0AFB1258DEC5F4440,Queens,
Kings,727423,Store,JAC   ,BROOKLYN MINI MALL LLC           ,BROOKLYN MINI MALL     ,1469,NOSTRAND AVE                ,             ,               ,BROOKLYN          ,NY,11226,0,"1469 NOSTRAND AVE
BROOKLYN, NY 11226
(40.650308, -73.94952)",0101000020E6100000A5B0B6D9C47C52C0F153C52A3F534440,Brooklyn,
Kings,731821,Store,JAC   ,AJUMANI INC                      ,KIMCHI KOOKS           ,34,35TH STREET             ,             ,               ,BROOKLYN          ,NY,11232,0,"34 35TH STREET
BROOKLYN, NY 11232
(40.657133, -74.007565)",0101000020E610000010856685788052C06594D38C18544440,Brooklyn,
Kings,732355,Store,JAC   ,KING STAR CORP                   ,ON THE GO GRILL & DELI ,4722,AVE D                       ,             ,               ,BROOKLYN          ,NY,11203,0,"4722 AVE
BROOKLYN, NY 11203
(40.642002, -73.931437)",0101000020E61000001F5CE453A57B52C00BD7ACBD2B524440,Brooklyn,
Kings,732318,Store,JAC   ,KWIKEES LLC                      ,KWIKEES                ,78,UTICA AVENUE                  ,             ,               ,BROOKLYN          ,NY,11213,0,"78 UTICA AVENUE
BROOKLYN, NY 11213
(40.676278, -73.930425)",0101000020E6100000D4C067108C7B52C08FAA243E90564440,Brooklyn,
Kings,727656,Store,JAC   ,ARABICA MINI MARKET INC          ,ARABICA MINI MARKET    ,624,BRADFORD STREET              ,             ,               ,BROOKLYN          ,NY,11207,0,"624 BRADFORD STREET
BROOKLYN, NY 11207
(40.663242, -73.88979)",0101000020E61000003D4F34F6F27852C0EC64F616EB544440,Brooklyn,
New York,732949,Store,JAC   ,2ND AVENUE DELI GROCERY CORP     ,2ND AVENUE DELI GROCERY,2371,2ND AVE                 ,             ,               ,NEW YORK          ,NY,10035,0,"2371 2ND AVE
NEW YORK, NY 10035
(40.800645, -73.93511)",0101000020E6100000708A03F2D97B52C09444AB2175664440,Manhattan,
Bronx,609362,Store,JAC   ,WESTCHESTER FARM CORP            ,WESTCHESTER FARM       ,422,WESTCHESTER AVE              ,             ,               ,BRONX             ,NY,10455,0,"422 WESTCHESTER AVE
BRONX, NY 10455
(40.81646, -73.916229)",0101000020E6100000C7BA8854A07A52C01117724081684440,Bronx,
Kings,729232,Store,JAC   ,L&D PLACE DELI & GROCERY INC     ,L&D PLACE DELI & GROCER,636,ROGERS AVE                   ,             ,               ,BROOKLYN          ,NY,11226,0,"636 ROGERS AVE
BROOKLYN, NY 11226
(40.655975, -73.953045)",0101000020E610000099AD71C4FE7C52C0528D0856F6534440,Brooklyn,
Kings,720473,Store,JAC   ,NEW LEADER HELAL MEAT II CORP    ,NEW LEADER HELAL MEAT I,6720,5TH AVE               ,             ,               ,BROOKLYN          ,NY,11220,0,"6720 5TH AVE
BROOKLYN, NY 11220
(40.634964, -74.020392)",0101000020E6100000F434CF764D8152C011A9DEDB4A514440,Brooklyn,
Kings,718825,Store,JAC   ,CORDOBA DELI GROCERY CORP        ,CORDOBA DELI GROCERY   ,4324,3RD AVENUE                  ,             ,               ,BROOKLYN          ,NY,11232,0,"4324 3RD AVENUE
BROOKLYN, NY 11232
(40.651231, -74.011145)",0101000020E6100000FFE2476CAF8052C0A2761A0D62534440,Brooklyn,
Bronx,728450,Store,JAC   ,3030 MINI MARKET INC             ,3030 MINI MARKET       ,3981,LACONIA AVENUE              ,             ,               ,BRONX             ,NY,10466,0,"3981 LACONIA AVENUE
BRONX, NY 10466
(40.884583, -73.84905)",0101000020E61000005C128777577652C0DE285C8D38714440,Bronx,
Queens,732015,Store,JAC   ,CORONA 1 CORP                    ,TOBACCO GROCERY        ,9614,CORONA AVE                  ,             ,               ,CORONA            ,NY,11368,0,"9614 CORONA AVE
CORONA, NY 11368
(40.74226, -73.867064)",0101000020E61000005449B11B7E7752C075C7524B025F4440,Queens,
New York,724894,Store,JAC   ,JUICE PRESS LLC THE              ,JUICE PRESS 10         ,1296,MADISON AVE                 ,             ,               ,NEW YORK          ,NY,10128,0,"1296 MADISON AVE
NEW YORK, NY 10128
(40.784756, -73.955966)",0101000020E610000034C9149F2E7D52C0F605244573644440,Manhattan,
Queens,714354,Store,JABC  ,MASPETH BAKERY INC               ,RUSSO BAKERY           ,69-11,MYRTLE AVE                 ,             ,               ,RIDGEWOOD         ,NY,11385,0,"69 11 MYRTLE AVE
RIDGEWOOD, NY 11385
",0101000020E610000084E7849D797852C0EAE2024DD5594440,Queens,
Bronx,720273,Store,JAC   ,YAFI FRIED CHICKEN DELI & GROCERY,YAFI FRIED CHICKEN DELI,408,E 138TH STREET               ,             ,               ,BRONX             ,NY,10454,0,"408 E 138TH STREET
BRONX, NY 10454
(40.808989, -73.922609)",0101000020E610000065EEE8A3067B52C062F7881588674440,Bronx,
Queens,725296,Store,JAC   ,ALMARJ DELI INC                  ,LEBANON                ,28-28,STEINWAY STREET            ,             ,               ,ASTORIA           ,NY,11103,0,"28 28 STEINWAY STREET
ASTORIA, NY 11103
",0101000020E6100000E14A4CC87D7A52C0A9F77EA9F2614440,Queens,
New York,729179,Store,JAC   ,STARBUCKS CORPORATION            ,TEAVANA #28382         ,1290,LEXINGTON AVE               ,             ,               ,NEW YORK          ,NY,10028,0,"1290 LEXINGTON AVE
NEW YORK, NY 10028
",0101000020E61000001E221C99217D52C077D5AA76D9634440,Manhattan,
Bronx,722659,Store,JAC   ,ELIN GROCERY CORP                ,ELIN GROCERY           ,1304,BOSTON RD                   ,             ,               ,BRONX             ,NY,10456,0,"1304 BOSTON RD
BRONX, NY 10456
(40.831316, -73.900037)",0101000020E6100000FFEDC2AF997952C010E13F64686A4440,Bronx,
Bronx,724185,Store,JAC   ,EL MAGIC DELI GROCERY LLC        ,EL MAGIC DELI GROCERY  ,131,E 169TH ST                   ,             ,               ,BRONX             ,NY,10452,0,"131 E 169TH ST
BRONX, NY 10452
(40.836729, -73.916736)",0101000020E610000070122A08B37A52C0BEC0DDAE1F6B4440,Bronx,
Queens,731780,Store,A     ,S & M GROCERY CORP               ,S & M GROCERY          ,89-01,ROOSEVELT AVE              ,             ,               ,JACKSON HEIGHTS   ,NY,11372,0,"89 01 ROOSEVELT AVE
JACKSON HEIGHTS, NY 11372
",0101000020E6100000D9F4B35F267852C0A912656FC95F4440,Queens,
Kings,729903,Store,JAC   ,RED HOOK CANDY SHOP INC          ,RED HOOK CANDY SHOP    ,721,HENRY ST               ,             ,               ,BROOKLYN          ,NY,11231,0,"721 HENRY ST
BROOKLYN, NY 11231
(40.676326, -74.003152)",0101000020E6100000FC847063338052C06DC7D91693564440,Brooklyn,
Bronx,722979,Store,JAC   ,NICKY DELI GROCERY CORP          ,NICKY DELI             ,1147,RIVER AVENUE            ,             ,               ,BRONX             ,NY,10452,0,"1147 RIVER AVENUE
BRONX, NY 10452
(40.834373, -73.922081)",0101000020E61000003BB09C7C037B52C0C8145997CD6A4440,Bronx,
Queens,734622,Store,A     ,Y&M GLATT MINIMART INC           ,Y&M GLATT MINIMART     ,116-33,METROPOLITAN AVE          ,             ,               ,RICHMOND HILL     ,NY,11418,0,"116 33 METROPOLITAN AVE
RICHMOND HILL, NY 11418
",0101000020E6100000D26FAF29787552C029CF30BC885A4440,Queens,
Kings,734337,Store,A     ,FAMILY CARE BY PHARMACY INC      ,FAMILY CARE BY PHARMACY,170,AVENUE U                     ,             ,               ,BROOKLYN          ,NY,11223,0,"170 AVENUE
BROOKLYN, NY 11223
(40.59867, -73.97878)",0101000020E6100000A5915A1E977E52C0B6DE5A62584C4440,Brooklyn,
New York,727886,Store,JAC   ,JCK-FOOD INC                     ,JCK-FOOD               ,1507,YORK AVE              ,             ,               ,NEW YORK          ,NY,10075,0,"1507 YORK AVE
NEW YORK, NY 10075
(40.771923, -73.950044)",0101000020E6100000C857AADECD7C52C0981D2518CE624440,Manhattan,
Bronx,721709,Store,JAC   ,BEST SANDWICH IN TOWN INC        ,BEST SANDWICH IN TOWN  ,487,BROOK AVE                    ,             ,               ,BRONX             ,NY,10455,0,"487 BROOK AVE
BRONX, NY 10455
(40.813504, -73.9158)",0101000020E6100000F1157C9A9C7A52C08459AF0520684440,Bronx,
Bronx,728802,Store,JAC   ,PM DELI SUPERMARKET CORP         ,PM DELI SUPERMARKET    ,1393,WEBSTER AVE                 ,             ,               ,BRONX             ,NY,10456,0,"1393 WEBSTER AVE
BRONX, NY 10456
(40.836146, -73.907541)",0101000020E61000002FB4184F147A52C0044D0545056B4440,Bronx,
Bronx,727184,Store,A     ,EXPRESS CANDY AND GROCERY INC    ,EXPRESS CANDY AND GROCE,797,SOUTHERN BLVD                ,             ,               ,BRONX             ,NY,10455,0,"797 SOUTHERN BLVD
BRONX, NY 10455
(40.816158, -73.896382)",0101000020E6100000492096EF5F7952C01DDCED2075684440,Bronx,
Bronx,721571,Store,JAC   ,3413 BUTCHER SHOP CORP           ,3413 BUTCHER SHOP      ,3413,BOSTON ROAD                 ,             ,               ,BRONX             ,NY,10469,0,"3413 BOSTON ROAD
BRONX, NY 10469
(40.875787, -73.850113)",0101000020E610000064B97EA0697652C06F16F4FC17704440,Bronx,
Kings,715555,Store,JAC   ,82E DELI GROCERY INC             ,82E DELI GROCERY       ,82,E 18TH ST                     ,             ,               ,BROOKLYN          ,NY,11226,0,"82 E 18TH ST
BROOKLYN, NY 11226
(40.64919, -73.96302)",0101000020E6100000184AF046A27D52C056D0C33817534440,Brooklyn,
Kings,735200,Store,JAC   ,LA TORRE BROTHERS INC            ,LA TORRE BROTHERS      ,4518,AVENUE N                    ,             ,               ,BROOKLYN          ,NY,11234,0,"4518 AVENUE N
BROOKLYN, NY 11234
(40.618693, -73.931063)",0101000020E61000006F20D7A09C7B52C01552214F304F4440,Brooklyn,
Queens,730251,Store,JAC   ,OLIVES ORGANIC MARKET INC        ,OLIVES ORGANIC MARKET  ,42-37,27TH ST                    ,             ,               ,LONG ISLAND CITY  ,NY,11101,0,"42 37 27TH ST
LONG ISLAND CITY, NY 11101
",0101000020E6100000FB012C86347C52C0B8F9BB81E65F4440,Queens,
